groupId,groupName,groupAbbreviation,groupIsSupplemental,groupPublishedOn,groupModifiedOn,productId,productName,cleanName,imageUrl,categoryId,productUrl,productModifiedOn,imageCount,isPresale,releasedOn,subTypeName,lowPrice,midPrice,highPrice,marketPrice,directLowPrice
24653,M4: Ninja Spinner,m4,False,2026-03-13T00:00:00,2026-03-13T14:27:03.19,683755,Energy Retrieval,Energy Retrieval,https://tcgplayer-cdn.tcgplayer.com/product/683755_200w.jpg,85,https://www.tcgplayer.com/product/683755/pokemon-japan-m4-ninja-spinner-energy-retrieval,2026-03-13T13:39:05.683,1,False,,Holofoil,0.49,0.99,5.0,0.71,
24653,M4: Ninja Spinner,m4,False,2026-03-13T00:00:00,2026-03-13T14:27:03.19,683756,Jumbo Ice Cream,Jumbo Ice Cream,https://tcgplayer-cdn.tcgplayer.com/product/683756_200w.jpg,85,https://www.tcgplayer.com/product/683756/pokemon-japan-m4-ninja-spinner-jumbo-ice-cream,2026-03-13T13:39:05.763,1,False,,Holofoil,1.98,2.31,4.21,2.27,
24653,M4: Ninja Spinner,m4,False,2026-03-13T00:00:00,2026-03-13T14:27:03.19,683757,Special Red Card - 106/083,Special Red Card 106 083,https://tcgplayer-cdn.tcgplayer.com/product/683757_200w.jpg,85,https://www.tcgplayer.com/product/683757/pokemon-japan-m4-ninja-spinner-special-red-card-106-083,2026-03-13T13:39:05.84,1,False,,Holofoil,0.25,1.0,4.0,0.87,
24653,M4: Ninja Spinner,m4,False,2026-03-13T00:00:00,2026-03-13T14:27:03.19,683758,Tool Scrapper,Tool Scrapper,https://tcgplayer-cdn.tcgplayer.com/product/683758_200w.jpg,85,https://www.tcgplayer.com/product/683758/pokemon-japan-m4-ninja-spinner-tool-scrapper,2026-03-13T13:39:05.907,1,False,,Holofoil,0.47,1.0,5.0,0.62,
24653,M4: Ninja Spinner,m4,False,2026-03-13T00:00:00,2026-03-13T14:27:03.19,683759,AZ's Tranquility - 108/083,AZs Tranquility 108 083,https://tcgplayer-cdn.tcgplayer.com/product/683759_200w.jpg,85,https://www.tcgplayer.com/product/683759/pokemon-japan-m4-ninja-spinner-azs-tranquility-108-083,2026-03-13T13:39:05.977,1,False,,Holofoil,1.9,2.45,20.0,2.12,
24653,M4: Ninja Spinner,m4,False,2026-03-13T00:00:00,2026-03-13T14:27:03.19,683760,Philippe - 109/083,Philippe 109 083,https://tcgplayer-cdn.tcgplayer.com/product/683760_200w.jpg,85,https://www.tcgplayer.com/product/683760/pokemon-japan-m4-ninja-spinner-philippe-109-083,2026-03-13T13:39:06.04,1,False,,Holofoil,2.0,2.49,21.79,2.14,
24653,M4: Ninja Spinner,m4,False,2026-03-13T00:00:00,2026-03-13T14:27:03.19,683761,Roxie's Performance - 110/083,Roxies Performance 110 083,https://tcgplayer-cdn.tcgplayer.com/product/683761_200w.jpg,85,https://www.tcgplayer.com/product/683761/pokemon-japan-m4-ninja-spinner-roxies-performance-110-083,2026-03-13T13:39:06.12,1,False,,Holofoil,3.5,5.04,19.95,4.79,
24653,M4: Ninja Spinner,m4,False,2026-03-13T00:00:00,2026-03-13T14:27:03.19,683762,Emma - 111/083,Emma 111 083,https://tcgplayer-cdn.tcgplayer.com/product/683762_200w.jpg,85,https://www.tcgplayer.com/product/683762/pokemon-japan-m4-ninja-spinner-emma-111-083,2026-03-13T13:39:06.18,1,False,,Holofoil,3.0,6.15,17.0,4.13,
24653,M4: Ninja Spinner,m4,False,2026-03-13T00:00:00,2026-03-13T14:27:03.19,683763,Surfing Beach,Surfing Beach,https://tcgplayer-cdn.tcgplayer.com/product/683763_200w.jpg,85,https://www.tcgplayer.com/product/683763/pokemon-japan-m4-ninja-spinner-surfing-beach,2026-03-13T13:39:06.26,1,False,,Holofoil,2.0,2.79,10.0,2.74,
24653,M4: Ninja Spinner,m4,False,2026-03-13T00:00:00,2026-03-13T14:27:03.19,683764,Prism Tower - 113/083,Prism Tower 113 083,https://tcgplayer-cdn.tcgplayer.com/product/683764_200w.jpg,85,https://www.tcgplayer.com/product/683764/pokemon-japan-m4-ninja-spinner-prism-tower-113-083,2026-03-13T13:39:06.32,1,False,,Holofoil,0.8,1.48,5.0,1.14,
